inspectionid,dbaname,akaname,license,facilitytype,risk,address,city,state,zip,inspectiondate,inspectiontype,results,latitude,longitude
120407,express grill inc,express grill inc,1620903,restaurant,risk 2 (medium),1260 s union ave,chicago,il,60607,2010-03-26,complaint,pass,41.86544307,-87.64520381
120408,j & j fish,j & j fish,1356386,restaurant,risk 2 (medium),411 s kedzie ave,chicago,il,60612,2010-03-26,complaint,pass,41.87548423,-87.7058221
120409,snowie,snowie,2026287,mobile food dispenser,risk 3 (low),2133 w lexington st,chicago,il,60612,2010-03-26,license,fail,41.87221346,-87.68019862
120410,calhoun north,calhoun north,26001,school,risk 1 (high),2833 w adams st (200s),chicago,il,60612,2010-03-29,canvass,fail,41.87822115,-87.69755292
120411,flirty cupcakes,flirty cupcakes,2026420,bakery,risk 3 (low),324 n leavitt st,chicago,il,60612,2010-03-31,license,pass,41.88743405,-87.68184949
120412,flirty cupcakes,flirty cupcakes,2026390,bakery,risk 3 (low),324 n leavitt st,chicago,il,60612,2010-03-31,license,fail,41.88743405,-87.68184949
120413,"montessori academy of chicago i, llc","montessori academy of chicago i, llc",1921757,daycare above and under 2 years,risk 2 (medium),1335 w randolph st,chicago,il,60607,2010-03-31,license re-inspection,pass,41.88408323,-87.66026976
120414,"montessori academy of chicago i, llc","montessori academy of chicago i, llc",1767118,daycare combo 1586,risk 2 (medium),1335 w randolph st,chicago,il,60607,2010-03-31,license re-inspection,pass,41.88408323,-87.66026976
120415,mozerka meats inc.,mozerka meats inc.,2026838,wholesale,risk 3 (low),856 w fulton market,chicago,il,60607,2010-04-01,license,pass,41.88687804,-87.64978479
120416,lil jj's,lil jj's,2026518,restaurant,risk 1 (high),2856 w roosevelt rd,chicago,il,60612,2010-04-01,license,fail,41.86659208,-87.69819577
120417,giordano's restaurant & pizz,giordano's restaurant & pizz,16299,restaurant,risk 1 (high),815 w van buren st,chicago,il,60607,2010-04-05,suspected food poisoning,pass w/ conditions,41.87655166,-87.6478697
120418,calhoun north,calhoun north,26001,school,risk 1 (high),2833 w adams st (200s),chicago,il,60612,2010-04-06,canvass re-inspection,fail,41.87822115,-87.69755292
120419,jim's original,jim's original,1620411,restaurant,risk 2 (medium),1250 s union ave,chicago,il,60607,2010-04-06,complaint,pass,41.86578454,-87.64521477
120420,carmichael's chicago steak hse,carmichael's chicago steak hse,59485,restaurant,risk 1 (high),1052 w monroe st,chicago,il,60607,2010-04-06,complaint,pass,41.88048626,-87.65407836
120421,entertaining company,entertaining company,1647969,catering,risk 1 (high),1640 w walnut st,chicago,il,60612,2010-04-07,canvass,pass,41.88623899,-87.66859588
120422,take the cake,take the cake,1545061,bakery,risk 1 (high),1635 w walnut st,chicago,il,60612,2010-04-07,canvass,pass,41.88602339,-87.66836868
120423,falcoz group,al's red hots,1645128,restaurant,risk 2 (medium),2908 w lake st,chicago,il,60612,2010-04-07,consultation,pass,41.88424821,-87.6992664
120424,the flat top grill,the flat top grill,42595,restaurant,risk 1 (high),1000 w washington blvd,chicago,il,60607,2010-04-08,canvass,fail,41.88317183,-87.6521331
120425,flat top grill,flat top grill,1992458,restaurant,risk 1 (high),1000 w washington blvd,chicago,il,60607,2010-04-08,license,fail,41.88317183,-87.6521331
120426,flat top grill,flat top grill,1992459,restaurant,risk 1 (high),1000 w washington blvd,chicago,il,60607,2010-04-08,license,fail,41.88317183,-87.6521331
120427,calhoun north,calhoun north,26001,school,risk 1 (high),2833 w adams st (200s),chicago,il,60612,2010-04-12,canvass re-inspection,pass,41.87822115,-87.69755292
120428,conte di savoia inc west,conte di savoia inc west,1383921,restaurant,risk 1 (high),2227 w taylor st,chicago,il,60612,2010-04-12,canvass,pass,41.86892168,-87.68232167
120429,snowie,snowie,2026287,mobile food dispenser,risk 3 (low),2133 w lexington st,chicago,il,60612,2010-04-12,license,fail,41.87221346,-87.68019862
120430,la nonna foods.,la nonna foods,2027200,catering and wholesale,risk 1 (high),324 n leavitt st,chicago,il,60612,2010-04-13,license,pass,41.88743405,-87.68184949
120431,leilalove,leilalove,2027529,wholesale,risk 2 (medium),324 n leavitt st,chicago,il,60612,2010-04-13,license,fail,41.88743405,-87.68184949
120432,bakery garden cafe inc.,bakery garden cafe,2027706,restaurant,risk 1 (high),525 w van buren st,chicago,il,60607,2010-04-13,license,pass,41.87664684,-87.64069512
120433,red castle,red castle,1273955,restaurant,risk 2 (medium),1908 w harrison st,chicago,il,60612,2010-04-14,canvass,pass,41.87418145,-87.67456721
120434,the drum & monkey,the drum & monkey,1042390,restaurant,risk 1 (high),1435 w taylor st,chicago,il,60607,2010-04-14,canvass,fail,41.86920687,-87.66308737
120435,the flat top grill,the flat top grill,42595,restaurant,risk 1 (high),1000 w washington blvd,chicago,il,60607,2010-04-15,canvass re-inspection,pass w/ conditions,41.88317183,-87.6521331
120436,barista espresso,chicago's legal cafe,2021771,restaurant,risk 2 (medium),1338 w madison st,chicago,il,60607,2010-04-15,license,pass,41.88166048,-87.66115612
120437,johnny casserole,johnny casserole,2027564,catering,risk 1 (high),324 n leavitt st,chicago,il,60612,2010-04-19,license,fail,41.88743405,-87.68184949
120438,the bar 10 doors,the bar 10 doors,2013819,restaurant,risk 1 (high),1251-1259 w taylor st,chicago,il,60607,2010-04-20,license,fail,41.86927518,-87.65878741
120439,the bar 10 doors,the bar 10 doors,2013821,restaurant,risk 1 (high),1251-1259 w taylor st,chicago,il,60607,2010-04-20,license,fail,41.86927518,-87.65878741
120440,pacific garden mission,pacific garden mission,0,shelter,risk 1 (high),1458 s canal st,chicago,il,60607,2010-04-20,canvass,pass,41.86194883,-87.63922114
120441,rudolph,wilma rudolph elementary,30121,school,risk 1 (high),110 n paulina,chicago,il,60612,2010-04-21,canvass,fail,41.88357478,-87.66951363
120442,washington irving school,washington irving school,24881,school,risk 1 (high),749 s oakley  blvd  (2300w),chicago,il,60612,2010-04-22,canvass,pass,41.87161238,-87.68357939
120443,the drum & monkey,the drum & monkey,1042390,restaurant,risk 1 (high),1435 w taylor st,chicago,il,60607,2010-04-22,canvass re-inspection,pass,41.86920687,-87.66308737
120444,red pandora,red pandora,2028019,wholesale,risk 2 (medium),324 n leavitt st,chicago,il,60612,2010-04-23,license,pass,41.88743405,-87.68184949
120445,johnny casserole,johnny casserole,2027564,catering,risk 1 (high),324 n leavitt st,chicago,il,60612,2010-04-23,license re-inspection,pass,41.88743405,-87.68184949
120446,crane high school,crane high school,46081,school,risk 1 (high),2245 w jackson blvd,chicago,il,60612,2010-04-26,canvass,pass,41.87747384,-87.68324922
120447,al's italian beef inc,al's italian beef inc,37788,restaurant,risk 1 (high),1079 w taylor st,chicago,il,60607,2010-04-27,complaint,pass,41.86934859,-87.6541691
120448,the bar 10 doors,the bar 10 doors,2013819,restaurant,risk 1 (high),1251-1259 w taylor st,chicago,il,60607,2010-04-27,license re-inspection,pass,41.86927518,-87.65878741
120449,the bar 10 doors,the bar 10 doors,2013821,restaurant,risk 1 (high),1251-1259 w taylor st,chicago,il,60607,2010-04-27,license re-inspection,pass,41.86927518,-87.65878741
120450,stanley's on racine,stanley's on racine,1680513,restaurant,risk 1 (high),324 s racine ave,chicago,il,60607,2010-04-27,complaint,pass w/ conditions,41.8769812,-87.65715348
120451,rudolph,wilma rudolph elementary,30121,school,risk 1 (high),110 n paulina,chicago,il,60612,2010-04-28,canvass re-inspection,pass,41.88357478,-87.66951363
120452,"leila's food market, inc.","leila's food market, inc.",1914596,grocery store,risk 2 (medium),2100 w washington blvd,chicago,il,60612,2010-04-29,canvass,fail,41.88321477,-87.67925635
120453,cobra lounge/all rise brewing co.,cobra lounge,1990959,restaurant,risk 1 (high),235 n ashland ave,chicago,il,60607,2010-04-29,license,fail,41.88649138,-87.66686458
120455,leilalove,leilalove,2027529,wholesale,risk 2 (medium),324 n leavitt st,chicago,il,60612,2010-05-06,license re-inspection,pass,41.88743405,-87.68184949
120456,leilalove,leilalove,2027529,wholesale,risk 2 (medium),324 n leavitt st,chicago,il,60612,2010-05-03,license re-inspection,fail,41.88743405,-87.68184949
120457,"leila's food market, inc.","leila's food market, inc.",1914596,grocery store,risk 2 (medium),2100 w washington blvd,chicago,il,60612,2010-05-06,canvass re-inspection,pass,41.88321477,-87.67925635
120458,rami food mart,rami food mart,2031930,grocery store,risk 3 (low),2100 w washington blvd,chicago,il,60612,2010-05-06,license re-inspection,pass,41.88321477,-87.67925635
120459,cobra lounge/all rise brewing co.,cobra lounge,1990959,restaurant,risk 1 (high),235 n ashland ave,chicago,il,60607,2010-05-06,license re-inspection,pass,41.88649138,-87.66686458
120460,whitney young (h/s),whitney young (h/s),47101,school,risk 1 (high),211 s laflin,chicago,il,60607,2010-05-07,canvass,pass,41.87859028,-87.66419634
120461,lil jj's,lil jj's,2026518,restaurant,risk 1 (high),2856 w roosevelt rd,chicago,il,60612,2010-05-10,license re-inspection,pass,41.86659208,-87.69819577
120462,flat top grill,flat top grill,1992458,restaurant,risk 1 (high),1000 w washington blvd,chicago,il,60607,2010-05-10,license re-inspection,pass,41.88317183,-87.6521331
120463,flat top grill,flat top grill,1992459,restaurant,risk 1 (high),1000 w washington blvd,chicago,il,60607,2010-05-10,license re-inspection,pass,41.88317183,-87.6521331
120464,neighbor capital,neighbor capital,2032310,mobile food dispenser,risk 3 (low),3048 w franklin blvd apt 2,chicago,il,60612,2010-05-10,license,fail,41.89021332,-87.70356449
120465,jensen,jensen/miller cpc,29341,school,risk 1 (high),3030 w harrison  (600s),chicago,il,60612,2010-05-11,canvass,pass,41.87384239,-87.70224149
120466,kellman corp.,kellman corp.,23251,school,risk 1 (high),751 s sacramento  (3000w),chicago,il,60612,2010-05-11,canvass,pass,41.87119309,-87.70078311
120467,vivo restaurant,vivo restaurant,26877,restaurant,risk 1 (high),838 w randolph st,chicago,il,60607,2010-05-13,canvass,pass,41.88449216,-87.64892804
120468,idoc/healy no. (n jefferson),idoc/healy no. (n jefferson),30013,school,risk 1 (high),100 n western (2400w),chicago,il,60612,2010-05-17,canvass,pass,41.88303658,-87.68663247
120469,"el original chavas tacos, inc.","el original chavas tacos, inc.",1964229,restaurant,risk 1 (high),2333 w grand ave,chicago,il,60612,2010-05-17,complaint,pass,41.89056936,-87.68557425
120470,suder montessori elementary,suder montessori elementary,26881,school,risk 2 (medium),2022 w washington blvd. (100n),chicago,il,60612,2010-05-19,canvass,pass,41.88324176,-87.67764871
120471,mitchell,mitchell,24511,school,risk 1 (high),2233 w ohio (600n),chicago,il,60612,2010-05-19,canvass,pass,41.89205482,-87.68317867
120472,spaulding/hope academy,hope institute learning academy,63031,school,risk 1 (high),1628 w washington,chicago,il,60612,2010-05-20,canvass,fail,41.88338944,-87.66807949
120473,"yumbox, llc",yumbox,2031604,wholesale,risk 1 (high),324 n leavitt st,chicago,il,60612,2010-05-21,license,pass,41.88743405,-87.68184949
120474,au bon pain,au bon pain,1979994,restaurant,risk 2 (medium),1725 w harrison st,chicago,il,60612,2010-05-21,canvass,pass,41.87401634,-87.67026083
120475,the  original maxwell st,the  original maxwell st,1383690,restaurant,risk 2 (medium),601 s sacramento blvd,chicago,il,60612,2010-05-24,complaint,pass,41.87370412,-87.70086462
120476,smother brothers,smother brothers,1880119,restaurant,risk 1 (high),107 n kedzie ave,chicago,il,60612,2010-05-24,complaint,fail,41.88307572,-87.70603138
120477,dunkin donuts/baskin robbins,dunkin donuts/baskin robbins,1645699,restaurant,risk 2 (medium),909 w washington blvd,chicago,il,60607,2010-05-25,complaint,pass,41.88298732,-87.65014023
120478,marche',marche',33239,restaurant,risk 1 (high),833 w randolph st,chicago,il,60607,2010-05-25,complaint,pass w/ conditions,41.88427722,-87.64865853
120479,spaulding/hope academy,hope institute learning academy,63031,school,risk 1 (high),1628 w washington,chicago,il,60612,2010-05-27,canvass re-inspection,pass,41.88338944,-87.66807949
120480,mary o foods granola for good,mary o's foods granola for good,2032560,wholesale,risk 3 (low),324 n leavitt st,chicago,il,60612,2010-06-01,license,pass,41.88743405,-87.68184949
120481,panna dolce,panna dolce,2032483,bakery,risk 2 (medium),324 n leavitt st,chicago,il,60612,2010-06-01,license re-inspection,pass,41.88743405,-87.68184949
120482,amp food mart,amp food mart,2036784,grocery store,risk 2 (medium),2838 w roosevelt rd,chicago,il,60612,2010-06-02,license,pass,41.86660248,-87.69737609
120483,the inner voice,tab west,0,shelter,risk 1 (high),2678 w washington st,chicago,il,60612,2010-06-03,complaint,fail,41.88303231,-87.69387557
120484,sweet dreams cakes llc,sweet dreams cakes,2033020,bakery,risk 1 (high),324 n leavitt st,chicago,il,60612,2010-06-03,license,pass,41.88743405,-87.68184949
120485,life force cafe,life force cafe,2036806,restaurant,risk 1 (high),324 n leavitt st,chicago,il,60612,2010-06-03,license,pass,41.88743405,-87.68184949
120486,church's chicken # 483,church's chicken # 483,1273261,restaurant,risk 2 (medium),1755 w jackson blvd,chicago,il,60612,2010-06-04,complaint,pass,41.877439,-87.67135357
120487,"la sardine,  inc.",la sardine,65747,restaurant,risk 1 (high),111 n carpenter st,chicago,il,60607,2010-06-04,canvass,pass,41.88338938,-87.6530979
120488,the inner voice,tab west,0,shelter,risk 1 (high),2678 w washington st,chicago,il,60612,2010-06-07,complaint re-inspection,pass,41.88303231,-87.69387557
120489,california food mart,california food mart,1928274,grocery store,risk 1 (high),735 s california ave,chicago,il,60612,2010-06-07,complaint,pass,41.87186697,-87.69589835
120490,domino's pizza,domino's pizza,36836,restaurant,risk 2 (medium),1234 s canal st,chicago,il,60607,2010-06-07,complaint,pass w/ conditions,41.86627727,-87.63936045
120491,tuscany restaurant,tuscany restaurant,21539,restaurant,risk 1 (high),1014-1018 w taylor st,chicago,il,60607,2010-06-08,canvass,pass,41.86960863,-87.65171626
120492,hashbrowns,hashbrowns,1621661,restaurant,risk 1 (high),731 w maxwell st,chicago,il,60607,2010-06-08,canvass,pass,41.86468206,-87.64628815
120493,spaulding/hope academy,hope institute learning academy,63031,school,risk 1 (high),1628 w washington,chicago,il,60612,2010-06-08,tag removal,pass,41.88338944,-87.66807949
120494,billys goat's,billy goat tavern & grill,50158,restaurant,risk 1 (high),1535 w madison st,chicago,il,60607,2010-06-09,canvass,pass,41.88135321,-87.66591594
120495,conte di savoia inc,conte di savoia,18973,restaurant,risk 1 (high),1438 w taylor st,chicago,il,60607,2010-06-15,complaint,pass w/ conditions,41.86942476,-87.6631888
120496,whole foods market,whole foods market,1678043,grocery store,risk 1 (high),1101 s canal st,chicago,il,60607,2010-06-16,complaint,pass,41.86888971,-87.63909893
120497,pasha,pasha,1959670,restaurant,risk 1 (high),802-804 w randolph st,chicago,il,60607,2010-06-16,canvass re-inspection,pass,41.88451431,-87.64758485
120498,nia,nia,1847912,restaurant,risk 1 (high),803 w randolph st,chicago,il,60607,2010-06-16,canvass,pass w/ conditions,41.88429481,-87.6475797
120499,original ferrara inc,original ferrara inc,3799,restaurant,risk 1 (high),2210 w taylor st,chicago,il,60612,2010-06-17,canvass,pass,41.86914687,-87.68185942
120500,yumcakes,yumcakes,2037826,bakery,risk 2 (medium),324 n leavitt st,chicago,il,60612,2010-06-17,license,pass,41.88743405,-87.68184949
120501,sweet maple cafe,sweet maple cafe,76798,restaurant,risk 1 (high),1339 w taylor st,chicago,il,60607,2010-06-18,canvass,fail,41.86924274,-87.66079657
120502,yury's taqueria,yury's taqueria,1820512,restaurant,risk 2 (medium),606 s sacramento blvd,chicago,il,60612,2010-06-18,canvass,fail,41.87349155,-87.70115111
120503,canteen @ malcolm x college,canteen @ malcolm x college,1047081,school,risk 1 (high),1906 w van buren st,chicago,il,60612,2010-06-21,canvass,pass,41.87633988,-87.67439451
120504,malcolm x college child development,malcolm x child development lab,13616,daycare (2 - 6 years),risk 1 (high),1900 w van buren st,chicago,il,60612,2010-06-21,canvass,fail,41.87634352,-87.67417642
120505,chicago hope academy,chicago hope academy,1772551,school,risk 1 (high),2189 w bowler st,chicago,il,60612,2010-06-22,canvass,pass w/ conditions,41.87006802,-87.68090751
120506,st malachy school,st malachy school,2098683,school,risk 1 (high),2252 w washington blvd,chicago,il,60612,2010-06-23,canvass,pass,41.88314387,-87.68366627
120507,taylor made pizza,taylor made pizza,1768136,restaurant,risk 1 (high),1220 w taylor st,chicago,il,60607,2010-06-23,canvass,pass,41.86951346,-87.65755262
120508,peppers,peppers,2037396,restaurant,risk 2 (medium),211 w van buren st,chicago,il,60607,2010-06-24,license re-inspection,pass,41.87673091,-87.63404349
120509,morgan street cafe,morgan street cafe,1595203,restaurant,risk 1 (high),111 s morgan st,chicago,il,60607,2010-06-24,complaint,pass,41.88004797,-87.65183157
120510,sweet maple cafe,sweet maple cafe,76798,restaurant,risk 1 (high),1339 w taylor st,chicago,il,60607,2010-06-25,canvass re-inspection,pass,41.86924274,-87.66079657
120511,latin rhythims academy of dance & performance,latin rhythims academy of dance & performance,1819005,restaurant,risk 2 (medium),210 n racine ave,chicago,il,60607,2010-06-28,canvass,pass,41.88588962,-87.65696174
120512,simple sandwich llc.,simple sandwich llc.,2041867,catering,risk 1 (high),324 n leavitt st,chicago,il,60612,2010-06-28,license,pass,41.88743405,-87.68184949
120513,red kiva,red kiva,1817342,restaurant,risk 2 (medium),1106-1108 w randolph st,chicago,il,60607,2010-06-29,canvass,pass,41.88438845,-87.65476119
120514,girl & the goat,girl & the goat,1992138,restaurant,risk 1 (high),809-813 w randolph st,chicago,il,60607,2010-07-01,license,pass,41.88429093,-87.64784177
120515,girl & the goat,girl & the goat,1992139,restaurant,risk 1 (high),809-813 w randolph st,chicago,il,60607,2010-07-01,license,pass,41.88429093,-87.64784177
120516,jason wok,jason's wok,2021498,restaurant,risk 1 (high),1014 s western ave,chicago,il,60612,2010-07-02,complaint,pass w/ conditions,41.86878384,-87.68624469
120517,tamalli space charros llc,tamalli space charros,2042464,mobile food dispenser,risk 3 (low),324 n leavitt st,chicago,il,60612,2010-07-02,license,pass,41.88743405,-87.68184949
120518,scatterbrain,scatterbrain,2042427,wholesale,risk 1 (high),324 n leavitt st,chicago,il,60612,2010-07-02,license,pass,41.88743405,-87.68184949
120519,brown cafe chicago,brown cafe chicago,2042739,restaurant,risk 1 (high),1400 s jefferson st,chicago,il,60607,2010-07-06,license,fail,41.86350135,-87.6422095
120520,l isaascson stein fish co inc,l isaascson stein fish co inc,4077,fish market,risk 2 (medium),800 w fulton market,chicago,il,60607,2010-07-07,complaint,pass,41.88690673,-87.6475651
120521,"ho fat lee chinese kitchen, i nc.",ho fat lee chinese kitchen,1543266,restaurant,risk 1 (high),1114 s kedzie ave,chicago,il,60612,2010-07-09,complaint,pass,41.86778017,-87.70585901
120522,brown cafe chicago,brown cafe chicago,2042739,restaurant,risk 1 (high),1400 s jefferson st,chicago,il,60607,2010-07-14,license re-inspection,pass,41.86350135,-87.6422095
120523,sbarro's,sbarro's,8069,restaurant,risk 1 (high),1717 w polk st,chicago,il,60612,2010-07-19,complaint,pass,41.87146505,-87.66988445
120524,el  famous  burrito,el famous burrito,1970419,restaurant,risk 1 (high),2 s peoria st,chicago,il,60607,2010-07-21,canvass re-inspection,pass w/ conditions,41.88167135,-87.64984266
120525,sawtooth restaurant and lounge,sawtooth restaurant and lounge,2014273,restaurant,risk 1 (high),1350 w randolph st,chicago,il,60607,2010-07-22,license re-inspection,pass,41.88429596,-87.66077035
120526,sawtooth restaurant and lounge,sawtooth restaurant and lounge,2014275,restaurant,risk 1 (high),1350 w randolph st,chicago,il,60607,2010-07-22,license re-inspection,pass,41.88429596,-87.66077035
120527,onward neighborhood house,onward neighborhood house,15721,daycare (2 - 6 years),risk 1 (high),600 n leavitt st,chicago,il,60612,2010-07-22,license,pass,41.89223085,-87.68199247
120528,subway,subway,1963767,restaurant,risk 1 (high),1236 s canal st,chicago,il,60607,2010-07-22,suspected food poisoning,pass,41.866225,-87.63935832
120529,laurence armour day school,laurence armour day school,1841632,children's services facility,risk 1 (high),2150 w harrison st,chicago,il,60612,2010-07-23,license,pass,41.87408197,-87.68092244
120530,laurence armour day school,laurence armour day school,1841631,children's services facility,risk 1 (high),2150 w harrison st,chicago,il,60612,2010-07-23,license,pass,41.87408197,-87.68092244
120531,rock 'n roll noodle company,rock 'n roll noodle company,2043539,catering,risk 1 (high),324 n leavitt st,chicago,il,60612,2010-07-23,license,pass,41.88743405,-87.68184949
120532,lil jj's fish chicken & more,lil jj's,2048364,restaurant,risk 2 (medium),2856 w roosevelt rd,chicago,il,60612,2010-07-26,license,fail,41.86659208,-87.69819577
120533,marillac social center inc.,marillac social center inc.,1544696,children's services facility,risk 1 (high),212 s francisco ave,chicago,il,60612,2010-07-26,license,fail,41.87786014,-87.69877543
120534,7 eleven # 33727a,7 eleven,2043013,grocery store,risk 1 (high),200 s racine st,chicago,il,60607,2010-07-26,license,pass,41.87901072,-87.65720059
120535,subway,subway,1963767,restaurant,risk 1 (high),1236 s canal st,chicago,il,60607,2010-07-27,consultation,pass,41.866225,-87.63935832
120536,whole foods market,whole foods market,1678043,grocery store,risk 1 (high),1101 s canal st,chicago,il,60607,2010-07-27,short form complaint,pass,41.86888971,-87.63909893
120537,a v s food mart,a v s food mart,1899199,grocery store,risk 2 (medium),914 w madison st,chicago,il,60607,2010-07-27,short form complaint,pass,41.88183376,-87.65037433
120538,davidson hotel company,marriott chicago medical district/uic,1335519,restaurant,risk 1 (high),625 s ashland ave,chicago,il,60607,2010-07-28,complaint,pass,41.87343457,-87.66643368
120539,carms snack shop,carms snack shop,3887,restaurant,risk 1 (high),1057 w polk st,chicago,il,60607,2010-07-28,complaint,pass,41.87172647,-87.65348716
120540,church's chicken # 483,church's chicken # 483,1273261,restaurant,risk 2 (medium),1755 w jackson blvd,chicago,il,60612,2010-07-28,short form complaint,pass,41.877439,-87.67135357
120541,white palace grill,white palace grill,1096426,restaurant,risk 1 (high),1159 s canal st,chicago,il,60607,2010-07-29,complaint,pass,41.86731941,-87.63905675
120542,panera bread #987,panera bread #987,1768213,restaurant,risk 1 (high),1101 s canal st,chicago,il,60607,2010-07-29,canvass,fail,41.86888971,-87.63909893
120543,francesca's on taylor,francesca's on taylor,23577,restaurant,risk 1 (high),1400 w taylor st,chicago,il,60607,2010-07-29,canvass,pass,41.86944828,-87.66170605
120544,jamba juice #511,jamba juice #511,1443494,restaurant,risk 2 (medium),1322 s halsted st,chicago,il,60607,2010-08-04,canvass,pass,41.86481082,-87.64699486
120545,burrito buggy,burrito buggy,1299638,restaurant,risk 1 (high),206 w van buren st,chicago,il,60607,2010-08-13,canvass re-inspection,pass,41.87695299,-87.63393972
120546,greyhound lines inc,greyhound lines inc,29445,restaurant,risk 1 (high),630 w harrison st,chicago,il,60607,2010-08-13,complaint,pass,41.87446342,-87.64381593
120547,fontano foods,fontano foods,4844,restaurant,risk 1 (high),1058 w polk st,chicago,il,60607,2010-08-16,complaint,pass,41.87194496,-87.6535519
120548,thai bowl,thai bowl,54665,restaurant,risk 1 (high),1049 w taylor st,chicago,il,60607,2010-08-17,complaint,fail,41.86936687,-87.65307781
120549,whole foods market,whole foods market,1678043,grocery store,risk 1 (high),1101 s canal st,chicago,il,60607,2010-08-18,short form complaint,pass,41.86888971,-87.63909893
120550,children of peace holy trinity,children of peace holy trinity,2098691,school,risk 1 (high),1900 w taylor st,chicago,il,60612,2010-08-24,canvass,pass,41.86926446,-87.67381637
120551,lu-lu's inc,lu-lu's inc,3525,restaurant,risk 1 (high),1000 s leavitt st,chicago,il,60612,2010-08-24,canvass,pass,41.86895287,-87.68157548
120552,the publican,the publican,1821706,restaurant,risk 1 (high),837 w fulton market,chicago,il,60607,2010-09-07,complaint,pass,41.88666985,-87.64890501
120553,dunkin donuts baskin robbins,dunkin donuts baskin robbins,1272459,restaurant,risk 2 (medium),500 w roosevelt rd,chicago,il,60607,2010-09-08,short form complaint,pass,41.86736269,-87.63929319
120554,white palace grill,white palace grill,1096426,restaurant,risk 1 (high),1159 s canal st,chicago,il,60607,2010-09-08,short form complaint,pass,41.86731941,-87.63905675
120555,dominick's #147/1147,dominick's #147/1147,41674,grocery store,risk 1 (high),1340 s canal st,chicago,il,60607,2010-09-08,complaint,pass,41.86452119,-87.6393041
120556,palace grill,palace grill,3941,restaurant,risk 1 (high),1408 w madison st,chicago,il,60607,2010-09-09,canvass,pass,41.88164121,-87.66234899
120557,pasha,pasha,1959670,restaurant,risk 1 (high),802-804 w randolph st,chicago,il,60607,2010-09-09,complaint,pass,41.88451431,-87.64758485
120558,7-eleven,7-eleven,1694389,grocery store,risk 1 (high),1350 s halsted st,chicago,il,60607,2010-09-10,canvass,pass,41.86402921,-87.64697545
120559,kohan japanese restaurant,kohan japanese restaurant,1841301,restaurant,risk 1 (high),730-732 w maxwell st,chicago,il,60607,2010-09-10,canvass,pass,41.86490157,-87.64629229
120560,morgan's bar and grill,morgan's bar and grill,1578072,restaurant,risk 1 (high),1325 s halsted st,chicago,il,60607,2010-09-10,canvass,pass,41.86475566,-87.64669918
120561,s & s restaurant,s & s restaurant,1490780,restaurant,risk 1 (high),823 w randolph st,chicago,il,60607,2010-09-13,canvass,fail,41.88428084,-87.64845424
120562,downtown gyros & cafeteria,downtown gyros & cafeteria,1595047,restaurant,risk 1 (high),800 w randolph st,chicago,il,60607,2010-09-13,canvass,pass,41.88451546,-87.6474973
120563,jaipur,jaipur,1898331,restaurant,risk 1 (high),847 w randolph st,chicago,il,60607,2010-09-13,canvass,pass,41.88426637,-87.64927147
120564,jimmy john's - taylor,jimmy john's - taylor,1916363,restaurant,risk 1 (high),1133 w taylor st,chicago,il,60607,2010-09-15,canvass,pass,41.86932679,-87.65549441
120565,chez joel,chez joel,32359,restaurant,risk 1 (high),1119 w taylor st,chicago,il,60607,2010-09-15,canvass,pass,41.86933228,-87.65510679
120566,perry's deli - maxwell st,perry's deli - maxwell st,1948111,,risk 1 (high),719 w maxwell st,chicago,il,60607,2010-09-15,canvass,out of business,41.86468702,-87.64582096
120567,junior's sports lounge,junior's sports lounge,1597870,restaurant,risk 1 (high),724 w maxwell st,chicago,il,60607,2010-09-15,canvass,pass w/ conditions,41.86490383,-87.64605899
120568,epples restaurant,epples restaurant,1694688,restaurant,risk 1 (high),554 w roosevelt rd,chicago,il,60607,2010-09-16,canvass,pass,41.8673415,-87.64141414
120569,shark's fish chicken,shark's fish chicken,1874378,restaurant,risk 2 (medium),518 w harrison st,chicago,il,60607,2010-09-16,canvass,out of business,41.87450605,-87.6403805
120570,harold's chicken shack  #39,harold's chicken shack  #39,1514227,,risk 3 (low),518 w harrison st,chicago,il,60607,2010-09-16,short form complaint,out of business,41.87450605,-87.6403805
120571,wow cafe 's winery,wow cafe 's winery,1616984,,risk 1 (high),717 w maxwell st,chicago,il,60607,2010-09-16,canvass,out of business,41.86468822,-87.64574327
120572,jason's deli,jason's deli,1909063,restaurant,risk 1 (high),1258 s canal st,chicago,il,60607,2010-09-16,canvass,fail,41.86565118,-87.63934463
120573,jerry's sandwiches,mac and min's,70937,restaurant,risk 1 (high),1045 w madison st,chicago,il,60607,2010-09-17,canvass,pass w/ conditions,41.88157126,-87.6538079
120574,pockets,pockets,1898798,restaurant,risk 1 (high),1009 w madison st,chicago,il,60607,2010-09-17,canvass,fail,41.88158371,-87.65240826
120575,third rail tavern,third rail tavern,1742274,restaurant,risk 1 (high),1133 w madison st,chicago,il,60607,2010-09-17,canvass,fail,41.88153435,-87.65565022
120576,jason's deli,jason's deli,1909063,restaurant,risk 1 (high),1258 s canal st,chicago,il,60607,2010-09-20,tag removal,pass,41.86565118,-87.63934463
120577,s & s restaurant,s & s restaurant,1490780,restaurant,risk 1 (high),823 w randolph st,chicago,il,60607,2010-09-20,canvass re-inspection,pass,41.88428084,-87.64845424
