tid,attribute,correct_val
4749,results,pass
4749,longitude,-87.72984456
4749,state,il
4749,akaname,afc sushi@jewel-osco #3442
4749,latitude,41.97562411
4749,dbaname,afc sushi@jewel-osco #3442
4749,facilitytype,grocery store
4750,city,chicago
4750,zip,60630
4750,risk,risk 2 (medium)
4750,license,2021669
4750,inspectiontype,canvass
4750,inspectionid,124467
4750,address,4942 n pulaski rd
4750,inspectiondate,2010-06-29
4750,results,out of business
4750,longitude,-87.7282648
4750,state,il
4750,akaname,"laferir internet cafe & gift shop, inc"
4750,latitude,41.97133864
4750,dbaname,"laferir internet cafe & gift shop, inc"
4750,facilitytype,restaurant
4751,city,chicago
4751,zip,60630
4751,risk,risk 1 (high)
4751,license,1933856
4751,inspectiontype,canvass
4751,inspectionid,124468
4751,address,4461 w lawrence ave
4751,inspectiondate,2010-06-29
4751,results,fail
4751,longitude,-87.7403112
4751,state,il
4751,akaname,24 grill
4751,latitude,41.96799701
4751,dbaname,24 grill
4751,facilitytype,restaurant
4752,city,chicago
4752,zip,60630
4752,risk,risk 1 (high)
4752,license,26376
4752,inspectiontype,canvass
4752,inspectionid,124469
4752,address,5914 w higgins ave
4752,inspectiondate,2010-07-02
4752,results,pass w/ conditions
4752,longitude,-87.77637186
4752,state,il
4752,akaname,jolanta's international deli
4752,latitude,41.9727915
4752,dbaname,jolanta's international deli
4752,facilitytype,grocery store
4753,city,chicago
4753,zip,60630
4753,risk,risk 1 (high)
4753,license,1144908
4753,inspectiontype,canvass
4753,inspectionid,124470
4753,address,5279 n elston ave
4753,inspectiondate,2010-07-02
4753,results,pass
4753,longitude,-87.75442839
4753,state,il
4753,akaname,hunan spring
4753,latitude,41.97704127
4753,dbaname,hunan spring
4753,facilitytype,restaurant
4754,city,chicago
4754,zip,60630
4754,risk,risk 1 (high)
4754,license,1937499
4754,inspectiontype,canvass
4754,inspectionid,124471
4754,address,5200 n elston ave
4754,inspectiondate,2010-07-06
4754,results,pass
4754,longitude,-87.75199056
4754,state,il
4754,akaname,bumpas beef
4754,latitude,41.9752581
4754,dbaname,bumpas beef inc.
4754,facilitytype,restaurant
4755,city,chicago
4755,zip,60630
4755,risk,risk 3 (low)
4755,license,1594650
4755,inspectiontype,canvass
4755,inspectionid,124472
4755,address,4942 w foster ave
4755,inspectiondate,2010-07-06
4755,results,fail
4755,longitude,-87.75185996
4755,state,il
4755,akaname,forest glen restaurant
4755,latitude,41.97539352
4755,dbaname,forest glen restaurant
4755,facilitytype,restaurant
4756,city,chicago
4756,zip,60631
4756,risk,risk 3 (low)
4756,license,1908964
4756,inspectiontype,canvass
4756,inspectionid,124473
4756,address,6088 n northwest hwy
4756,inspectiondate,2010-07-07
4756,results,pass
4756,longitude,-87.79866682
4756,state,il
4756,akaname,northwest cafe
4756,latitude,41.99199035
4756,dbaname,northwest cafe
4756,facilitytype,restaurant
4757,city,chicago
4757,zip,60641
4757,risk,risk 3 (low)
4757,license,2032618
4757,inspectiontype,license
4757,inspectionid,124474
4757,address,4397 n elston ave
4757,inspectiondate,2010-07-08
4757,results,fail
4757,longitude,-87.72923439
4757,state,il
4757,akaname,el-mont tap
4757,latitude,41.9607592
4757,dbaname,el-mont tap
4757,facilitytype,liquor
4758,city,chicago
4758,zip,60630
4758,risk,risk 1 (high)
4758,license,40683
4758,inspectiontype,canvass
4758,inspectionid,124475
4758,address,5914 w lawrence ave
4758,inspectiondate,2010-07-08
4758,results,fail
4758,longitude,-87.77542759
4758,state,il
4758,akaname,halina's polish delight rest
4758,latitude,41.96778735
4758,dbaname,halina's polish delight rest
4758,facilitytype,restaurant
4759,city,chicago
4759,zip,60619
4759,risk,risk 2 (medium)
4759,license,1986051
4759,inspectiontype,complaint
4759,inspectionid,128206
4759,address,715 e 79th st bldg
4759,inspectiondate,2010-01-20
4759,results,pass
4759,longitude,-87.60700676
4759,state,il
4759,akaname,discount food market inc
4759,latitude,41.75114463
4759,dbaname,discount food market inc
4759,facilitytype,grocery store
4760,city,chicago
4760,zip,60619
4760,risk,risk 2 (medium)
4760,license,1942495
4760,inspectiontype,out of business
4760,inspectionid,128207
4760,address,1522 e 87th st
4760,inspectiondate,2010-01-20
4760,results,fail
4760,longitude,-87.58685283
4760,state,il
4760,akaname,"juice & salad bar, llc"
4760,latitude,41.73700654
4760,dbaname,"juice & salad bar, llc"
4760,facilitytype,restaurant
4761,city,chicago
4761,zip,60619
4761,risk,risk 2 (medium)
4761,license,2014064
4761,inspectiontype,license
4761,inspectionid,128208
4761,address,1522 e 87th st bldg
4761,inspectiondate,2010-01-20
4761,results,fail
4761,longitude,-87.58685283
4761,state,il
4761,akaname,taste of the island
4761,latitude,41.73700654
4761,dbaname,taste of the island
4761,facilitytype,juice and salad bar
4762,city,chicago
4762,zip,60647
4762,risk,risk 1 (high)
4762,license,2112648
4762,inspectiontype,canvass
4762,inspectionid,134237
4762,address,2010 n central  park ave bldg
4762,inspectiondate,2010-01-05
4762,results,pass
4762,longitude,-87.71692852
4762,state,il
4762,akaname,funston elementary sch. main building
4762,latitude,41.91762127
4762,dbaname,funston  elementary  school
4762,facilitytype,school
4763,city,chicago
4763,zip,60647
4763,risk,risk 1 (high)
4763,license,1964634
4763,inspectiontype,canvass
4763,inspectionid,134238
4763,address,3616 w armitage ave
4763,inspectiondate,2010-01-05
4763,results,pass
4763,longitude,-87.71746412
4763,state,il
4763,akaname,funston (annex)  elem. school
4763,latitude,41.91738381
4763,dbaname,funston annex  elem. school
4763,facilitytype,school
4764,city,chicago
4764,zip,60647
4764,risk,risk 1 (high)
4764,license,32942
4764,inspectiontype,complaint
4764,inspectionid,134239
4764,address,1720 n california ave
4764,inspectiondate,2010-01-05
4764,results,fail
4764,longitude,-87.69720455
4764,state,il
4764,akaname,borniquen restaurant
4764,latitude,41.91269192
4764,dbaname,borniquen restaurant
4764,facilitytype,restaurant
4765,city,chicago
4765,zip,60647
4765,risk,risk 1 (high)
4765,license,1771323
4765,inspectiontype,complaint re-inspection
4765,inspectionid,134240
4765,address,2007 n kimball ave
4765,inspectiondate,2010-01-06
4765,results,pass
4765,longitude,-87.71175511
4765,state,il
4765,akaname,armitage produce inc
4765,latitude,41.91756242
4765,dbaname,armitage produce inc
4765,facilitytype,grocery store
4766,city,chicago
4766,zip,60647
4766,risk,risk 1 (high)
4766,license,1980017
4766,inspectiontype,short form complaint
4766,inspectionid,134244
4766,address,2033 n milwaukee ave
4766,inspectiondate,2010-01-06
4766,results,pass
4766,longitude,-87.68952838
4766,state,il
4766,akaname,congress pizza & pasta
4766,latitude,41.91826596
4766,dbaname,congress pizza
4766,facilitytype,restaurant
4767,city,chicago
4767,zip,60647
4767,risk,risk 1 (high)
4767,license,1823664
4767,inspectiontype,out of business
4767,inspectionid,134245
4767,address,2257 w north ave
4767,inspectiondate,2010-01-06
4767,results,pass
4767,longitude,-87.68463449
4767,state,il
4767,akaname,pannenkoeken cafe
4767,latitude,41.91024957
4767,dbaname,pannenkoeken  cafe2
4767,facilitytype,restaurant
4768,city,chicago
4768,zip,60647
4768,risk,risk 1 (high)
4768,license,1986032
4768,inspectiontype,complaint
4768,inspectionid,134246
4768,address,2257 w north ave
4768,inspectiondate,2010-01-06
4768,results,pass
4768,longitude,-87.68463449
4768,state,il
4768,akaname,pannenkoeken cafe
4768,latitude,41.91024957
4768,dbaname,pannenkoeken  cafe2
4768,facilitytype,restaurant
4769,city,chicago
4769,zip,60647
4769,risk,risk 1 (high)
4769,license,1976154
4769,inspectiontype,canvass
4769,inspectionid,134247
4769,address,3641 w fullerton ave
4769,inspectiondate,2010-01-07
4769,results,fail
4769,longitude,-87.71866668
4769,state,il
4769,akaname,taqueria teloloapan
4769,latitude,41.92447371
4769,dbaname,taqueria teloloapan
4769,facilitytype,restaurant
4770,city,chicago
4770,zip,60647
4770,risk,risk 2 (medium)
4770,license,51753
4770,inspectiontype,canvass
4770,inspectionid,134248
4770,address,3333 w fullerton ave
4770,inspectiondate,2010-01-07
4770,results,pass
4770,longitude,-87.7119534
4770,state,il
4770,akaname,scrub a dub
4770,latitude,41.92455395
4770,dbaname,scrub a dub
4770,facilitytype,grocery store
4771,city,chicago
4771,zip,60647
4771,risk,risk 2 (medium)
4771,license,1579439
4771,inspectiontype,complaint
4771,inspectionid,134249
4771,address,2656 n elston ave
4771,inspectiondate,2010-01-07
4771,results,pass
4771,longitude,-87.68464378
4771,state,il
4771,akaname,target
4771,latitude,41.929849
4771,dbaname,target stores t-942
4771,facilitytype,grocery& restaurant
4772,city,chicago
4772,zip,60647
4772,risk,risk 2 (medium)
4772,license,2013729
4772,inspectiontype,license
4772,inspectionid,134250
4772,address,3514 w fullerton ave bldg
4772,inspectiondate,2010-01-08
4772,results,fail
4772,longitude,-87.71525003
4772,state,il
4772,akaname,los tres angeles de la salud
4772,latitude,41.92473453
4772,dbaname,los tres angeles de la salud
4772,facilitytype,restaurant
4773,city,chicago
4773,zip,60647
4773,risk,risk 1 (high)
4773,license,49070
4773,inspectiontype,license
4773,inspectionid,134251
4773,address,2072 n western ave
4773,inspectiondate,2010-01-08
4773,results,pass
4773,longitude,-87.68762594
4773,state,il
4773,akaname,las asadas
4773,latitude,41.91969266
4773,dbaname,las asadas
4773,facilitytype,restaurant
4774,city,chicago
4774,zip,60647
4774,risk,risk 2 (medium)
4774,license,2008719
4774,inspectiontype,license
4774,inspectionid,134252
4774,address,2072 n western ave
4774,inspectiondate,2010-01-08
4774,results,pass
4774,longitude,-87.68762594
4774,state,il
4774,akaname,redhot ranch
4774,latitude,41.91969266
4774,dbaname,redhot ranch
4774,facilitytype,restaurant
4775,city,chicago
4775,zip,60647
4775,risk,risk 1 (high)
4775,license,2112653
4775,inspectiontype,canvass
4775,inspectionid,134253
4775,address,1839 n richmond ave
4775,inspectiondate,2010-01-12
4775,results,pass
4775,longitude,-87.70024324
4775,state,il
4775,akaname,yates elementary school
4775,latitude,41.91502858
4775,dbaname,richard yates elementary school
4775,facilitytype,school
4776,city,chicago
4776,zip,60647
4776,risk,risk 1 (high)
4776,license,48364
4776,inspectiontype,suspected food poisoning
4776,inspectionid,134254
4776,address,2322 w north ave
4776,inspectiondate,2010-01-12
4776,results,fail
4776,longitude,-87.68577178
4776,state,il
4776,akaname,thai lagoon restaurant
4776,latitude,41.91045086
4776,dbaname,thai lagoon restaurant
4776,facilitytype,restaurant
4777,city,chicago
4777,zip,60647
4777,risk,risk 2 (medium)
4777,license,1822416
4777,inspectiontype,canvass
4777,inspectionid,134255
4777,address,2565 w fullerton ave
4777,inspectiondate,2010-01-13
4777,results,pass
4777,longitude,-87.69239098
4777,state,il
4777,akaname,dunkin donuts
4777,latitude,41.92474575
4777,dbaname,dunkin donuts
4777,facilitytype,restaurant
4778,city,chicago
4778,zip,60647
4778,risk,risk 1 (high)
4778,license,32942
4778,inspectiontype,complaint re-inspection
4778,inspectionid,134256
4778,address,1720 n california ave
4778,inspectiondate,2010-01-13
4778,results,pass
4778,longitude,-87.69720455
4778,state,il
4778,akaname,borniquen restaurant
4778,latitude,41.91269192
4778,dbaname,borniquen restaurant
4778,facilitytype,restaurant
4779,city,chicago
4779,zip,60647
4779,risk,risk 2 (medium)
4779,license,1766631
4779,inspectiontype,canvass
4779,inspectionid,134257
4779,address,2255 w north ave
4779,inspectiondate,2010-01-13
4779,results,pass
4779,longitude,-87.68454946
4779,state,il
4779,akaname,"jay's beef of chicago, inc."
4779,latitude,41.91025078
4779,dbaname,"jay's beef of chicago, inc."
4779,facilitytype,restaurant
4780,city,chicago
4780,zip,60647
4780,risk,risk 1 (high)
4780,license,1645075
4780,inspectiontype,complaint
4780,inspectionid,134258
4780,address,3400 w fullerton ave
4780,inspectiondate,2010-01-15
4780,results,pass
4780,longitude,-87.71216993
4780,state,il
4780,akaname,sabor latino #2
4780,latitude,41.9247696
4780,dbaname,sabor latino #2
4780,facilitytype,restaurant
4781,city,chicago
4781,zip,60647
4781,risk,risk 1 (high)
4781,license,2004216
4781,inspectiontype,license re-inspection
4781,inspectionid,134259
4781,address,2458 w moffat st
4781,inspectiondate,2010-01-15
4781,results,pass
4781,longitude,-87.68966297
4781,state,il
4781,akaname,luciano  food market
4781,latitude,41.91494584
4781,dbaname,tamazula  grocery inc.
4781,facilitytype,grocery store
4782,city,chicago
4782,zip,60647
4782,risk,risk 2 (medium)
4782,license,32535
4782,inspectiontype,canvass
4782,inspectionid,134260
4782,address,1746 n western ave
4782,inspectiondate,2010-01-15
4782,results,pass
4782,longitude,-87.68745156
4782,state,il
4782,akaname,dunkin donuts / baskin robins
4782,latitude,41.91349759
4782,dbaname,dunkin donuts / baskin robins
4782,facilitytype,restaurant
4783,city,chicago
4783,zip,60647
4783,risk,risk 2 (medium)
4783,license,1843200
4783,inspectiontype,canvass
4783,inspectionid,134261
4783,address,2577 n elston ave
4783,inspectiondate,2010-01-19
4783,results,pass w/ conditions
4783,longitude,-87.68223245
4783,state,il
4783,akaname,starbucks
4783,latitude,41.928488
4783,dbaname,starbucks coffee #10506
4783,facilitytype,restaurant
4784,city,chicago
4784,zip,60647
4784,risk,risk 1 (high)
4784,license,1045099
4784,inspectiontype,complaint
4784,inspectionid,134262
4784,address,2818 w diversey ave
4784,inspectiondate,2010-01-19
4784,results,pass
4784,longitude,-87.69851035
4784,state,il
4784,akaname,ihop
4784,latitude,41.93219924
4784,dbaname,international house of pancakes
4784,facilitytype,restaurant
4785,city,chicago
4785,zip,60647
4785,risk,risk 3 (low)
4785,license,1986802
4785,inspectiontype,recent inspection
4785,inspectionid,134263
4785,address,1900 n california ave
4785,inspectiondate,2010-01-20
4785,results,pass
4785,longitude,-87.69729581
4785,state,il
4785,akaname,el yunque food & liquor
4785,latitude,41.91576102
4785,dbaname,el yunque food & liquor
4785,facilitytype,grocery store
4786,city,chicago
4786,zip,60647
4786,risk,risk 1 (high)
4786,license,1964648
4786,inspectiontype,canvass
4786,inspectionid,134264
4786,address,3601 w cortland ave
4786,inspectiondate,2010-01-20
4786,results,pass
4786,longitude,-87.71677332
4786,state,il
4786,akaname,teen challenge chicago
4786,latitude,41.9153524
4786,dbaname,teen challenge chicago
4786,facilitytype,school
4787,city,chicago
4787,zip,60647
4787,risk,risk 1 (high)
4787,license,48364
4787,inspectiontype,complaint re-inspection
4787,inspectionid,134265
4787,address,2322 w north ave
4787,inspectiondate,2010-01-20
4787,results,pass
4787,longitude,-87.68577178
4787,state,il
4787,akaname,thai lagoon restaurant
4787,latitude,41.91045086
4787,dbaname,thai lagoon restaurant
4787,facilitytype,restaurant
4788,city,chicago
4788,zip,60647
4788,risk,risk 1 (high)
4788,license,1920838
4788,inspectiontype,license-task force
4788,inspectionid,134266
4788,address,2323 n milwaukee ave
4788,inspectiondate,2010-01-20
4788,results,pass
4788,longitude,-87.69813956
4788,state,il
4788,akaname,revolution brewing
4788,latitude,41.92353246
4788,dbaname,revolution brewing
4788,facilitytype,restaurant
4789,city,chicago
4789,zip,60647
4789,risk,risk 3 (low)
4789,license,1921966
4789,inspectiontype,task force liquor 1475
4789,inspectionid,134267
4789,address,2323 n milwaukee ave
4789,inspectiondate,2010-01-20
4789,results,pass
4789,longitude,-87.69813956
4789,state,il
4789,akaname,revolution brewing
4789,latitude,41.92353246
4789,dbaname,revolution brewing
4789,facilitytype,restaurant
4790,city,chicago
4790,zip,60647
4790,risk,risk 2 (medium)
4790,license,11406
4790,inspectiontype,canvass
4790,inspectionid,134268
4790,address,1876 n damen ave
4790,inspectiondate,2010-01-21
4790,results,pass
4790,longitude,-87.6777278
4790,state,il
4790,akaname,george's hot dog
4790,latitude,41.91595533
4790,dbaname,george's hot dog
4790,facilitytype,restaurant
4791,city,chicago
4791,zip,60647
4791,risk,risk 1 (high)
4791,license,1909643
4791,inspectiontype,complaint
4791,inspectionid,134269
4791,address,2043-2051 n milwaukee ave
4791,inspectiondate,2010-01-21
4791,results,fail
4791,longitude,-87.68982575
4791,state,il
4791,akaname,las islas marias
4791,latitude,41.91844757
4791,dbaname,las islas marias
4791,facilitytype,restaurant
4792,city,chicago
4792,zip,60647
4792,risk,risk 2 (medium)
4792,license,2003744
4792,inspectiontype,license re-inspection
4792,inspectionid,134270
4792,address,2944 w armitage ave bldg
4792,inspectiondate,2010-01-22
4792,results,pass
4792,longitude,-87.70109823
4792,state,il
4792,akaname,nutriclub
4792,latitude,41.91756173
4792,dbaname,nutriclub
4792,facilitytype,restaurant
4793,city,chicago
4793,zip,60647
4793,risk,risk 1 (high)
4793,license,2014088
4793,inspectiontype,license
4793,inspectionid,134271
4793,address,2512 w north ave
4793,inspectiondate,2010-01-22
4793,results,pass
4793,longitude,-87.69020683
4793,state,il
4793,akaname,subway
4793,latitude,41.91039898
4793,dbaname,subway
4793,facilitytype,restaurant
4794,city,chicago
4794,zip,60647
4794,risk,risk 1 (high)
4794,license,22881
4794,inspectiontype,canvass
4794,inspectionid,134272
4794,address,3116 w belden
4794,inspectiondate,2010-01-26
4794,results,pass
4794,longitude,-87.70543099
4794,state,il
4794,akaname,main bldg
4794,latitude,41.92334998
4794,dbaname,charles  darwin elementary school
4794,facilitytype,school
4795,city,chicago
4795,zip,60647
4795,risk,risk 1 (high)
4795,license,1964656
4795,inspectiontype,canvass
4795,inspectionid,134273
4795,address,3116 w belden ave
4795,inspectiondate,2010-01-26
4795,results,pass
4795,longitude,-87.70543099
4795,state,il
4795,akaname,middle school annex
4795,latitude,41.92334998
4795,dbaname,charles darwin modular school
4795,facilitytype,school
4796,city,chicago
4796,zip,60647
4796,risk,risk 1 (high)
4796,license,1770283
4796,inspectiontype,canvass
4796,inspectionid,134275
4796,address,3221 w armitage ave
4796,inspectiondate,2010-01-27
4796,results,fail
4796,longitude,-87.7078566
4796,state,il
4796,akaname,la bomba       restaurant
4796,latitude,41.91728109
4796,dbaname,la bomba
4796,facilitytype,restaurant
4797,city,chicago
4797,zip,60647
4797,risk,risk 2 (medium)
4797,license,1939132
4797,inspectiontype,canvass
4797,inspectionid,134276
4797,address,3420 w north ave
4797,inspectiondate,2010-01-27
4797,results,pass w/ conditions
4797,longitude,-87.71270864
4797,state,il
4797,akaname,"baba's kitchen, fish and chicken, inc."
4797,latitude,41.91015299
4797,dbaname,"baba's kitchen, fish and chicken, inc."
4797,facilitytype,restaurant
4798,city,chicago
4798,zip,60647
4798,risk,risk 1 (high)
4798,license,1909643
4798,inspectiontype,complaint re-inspection
4798,inspectionid,134277
4798,address,2043-2051 n milwaukee ave
4798,inspectiondate,2010-01-28
4798,results,pass
4798,longitude,-87.68982575
4798,state,il
4798,akaname,las islas marias
4798,latitude,41.91844757
4798,dbaname,las islas marias
4798,facilitytype,restaurant
4799,city,chicago
4799,zip,60647
4799,risk,risk 3 (low)
4799,license,2004446
4799,inspectiontype,license
4799,inspectionid,134278
4799,address,3527 w armitage ave bldg
4799,inspectiondate,2010-02-01
4799,results,fail
4799,longitude,-87.71466037
4799,state,il
4799,akaname,dollar  general
4799,latitude,41.91719803
4799,dbaname,dollar  general  store#1833
4799,facilitytype,grocery store
4800,city,chicago
4800,zip,60647
4800,risk,risk 1 (high)
4800,license,1898920
4800,inspectiontype,suspected food poisoning
4800,inspectionid,134279
4800,address,2535 n milwaukee ave
4800,inspectiondate,2010-02-01
4800,results,pass w/ conditions
4800,longitude,-87.70459704
4800,state,il
4800,akaname,rocking horse
4800,latitude,41.92749258
4800,dbaname,rocking horse
4800,facilitytype,restaurant
4801,city,chicago
4801,zip,60647
4801,risk,risk 1 (high)
4801,license,2016701
4801,inspectiontype,license
4801,inspectionid,134280
4801,address,3945 w armitage ave bldg 1stfl
4801,inspectiondate,2010-02-02
4801,results,pass
4801,longitude,-87.72594469
4801,state,il
4801,akaname,caramela   bakery
4801,latitude,41.91706435
4801,dbaname,caramela  bakery
4801,facilitytype,wholesale bakery
4802,city,chicago
4802,zip,60647
4802,risk,risk 3 (low)
4802,license,1798852
4802,inspectiontype,out of business
4802,inspectionid,134281
4802,address,3945 w armitage ave
4802,inspectiondate,2010-02-02
4802,results,pass
4802,longitude,-87.72594469
4802,state,il
4802,akaname,"chicago pie, inc."
4802,latitude,41.91706435
4802,dbaname,"chicago pie, inc."
4802,facilitytype,bakery
4803,city,chicago
4803,zip,60647
4803,risk,risk 1 (high)
4803,license,1592881
4803,inspectiontype,out of business
4803,inspectionid,134282
4803,address,3945 w armitage ave
4803,inspectiondate,2010-02-02
4803,results,pass
4803,longitude,-87.72594469
4803,state,il
4803,akaname,chicago's dessert co.
4803,latitude,41.91706435
4803,dbaname,chicago's dessert co.
4803,facilitytype,restaurant
4804,city,chicago
4804,zip,60647
4804,risk,risk 1 (high)
4804,license,22702
4804,inspectiontype,canvass
4804,inspectionid,134283
4804,address,2021 n point
4804,inspectiondate,2010-02-03
4804,results,pass
4804,longitude,-87.69454144
4804,state,il
4804,akaname,chase elemen./chase br
4804,latitude,41.91801539
4804,dbaname,chase elementary/chase  br
4804,facilitytype,school
4805,city,chicago
4805,zip,60647
4805,risk,risk 1 (high)
4805,license,1976154
4805,inspectiontype,canvass
4805,inspectionid,134284
4805,address,3641 w fullerton ave
4805,inspectiondate,2010-02-03
4805,results,fail
4805,longitude,-87.71866668
4805,state,il
4805,akaname,taqueria teloloapan
4805,latitude,41.92447371
4805,dbaname,taqueria teloloapan
4805,facilitytype,restaurant
4806,city,chicago
4806,zip,60647
4806,risk,risk 1 (high)
4806,license,1942919
4806,inspectiontype,canvass
4806,inspectionid,134285
4806,address,2211 w north ave
4806,inspectiondate,2010-02-04
4806,results,pass
4806,longitude,-87.68286119
4806,state,il
4806,akaname,birchwood kitchen
4806,latitude,41.91027701
4806,dbaname,birchwood kitchen
4806,facilitytype,restaurant
4807,city,chicago
4807,zip,60647
4807,risk,risk 1 (high)
4807,license,1198178
4807,inspectiontype,canvass
4807,inspectionid,134286
4807,address,1944 n oakley ave
4807,inspectiondate,2010-02-04
4807,results,pass
4807,longitude,-87.68510264
4807,state,il
4807,akaname,floyd's pub
4807,latitude,41.91745857
4807,dbaname,floyd's pub
4807,facilitytype,restaurant
4808,city,chicago
4808,zip,60647
4808,risk,risk 1 (high)
4808,license,1171151
4808,inspectiontype,out of business
4808,inspectionid,134287
4808,address,3221 w armitage ave
4808,inspectiondate,2010-02-05
4808,results,pass
4808,longitude,-87.7078566
4808,state,il
4808,akaname,la bomba       restaurant
4808,latitude,41.91728109
4808,dbaname,la bomba
4808,facilitytype,restaurant
4809,city,chicago
4809,zip,60647
4809,risk,risk 1 (high)
4809,license,1770283
4809,inspectiontype,canvass re-inspection
4809,inspectionid,134288
4809,address,3221 w armitage ave
4809,inspectiondate,2010-02-05
4809,results,pass
4809,longitude,-87.7078566
4809,state,il
4809,akaname,la bomba       restaurant
4809,latitude,41.91728109
4809,dbaname,la bomba
4809,facilitytype,restaurant
4810,city,chicago
4810,zip,60647
4810,risk,risk 1 (high)
4810,license,1942424
4810,inspectiontype,canvass
4810,inspectionid,134289
4810,address,2532 n california ave
4810,inspectiondate,2010-02-05
4810,results,pass w/ conditions
4810,longitude,-87.69763849
4810,state,il
4810,akaname,anong thai
4810,latitude,41.92755328
4810,dbaname,anong inc.
4810,facilitytype,restaurant
4811,city,chicago
4811,zip,60647
4811,risk,risk 1 (high)
4811,license,24611
4811,inspectiontype,canvass
4811,inspectionid,134290
4811,address,2200 n hamlin ave
4811,inspectiondate,2010-02-09
4811,results,pass
4811,longitude,-87.72192541
4811,state,il
4811,akaname,mozart elem.school & branch annex
4811,latitude,41.92092734
4811,dbaname,mozart elementary school
4811,facilitytype,school
4812,city,chicago
4812,zip,60647
4812,risk,risk 2 (medium)
4812,license,1804255
4812,inspectiontype,canvass
4812,inspectionid,134291
4812,address,3756-3758 w north ave
4812,inspectiondate,2010-02-09
4812,results,fail
4812,longitude,-87.72131578
4812,state,il
4812,akaname,3756-58 w. north
4812,latitude,41.91005175
4812,dbaname,"3756-58 w. north, inc."
4812,facilitytype,restaurant/bar
4813,city,chicago
4813,zip,60647
4813,risk,risk 1 (high)
4813,license,1947441
4813,inspectiontype,canvass
4813,inspectionid,134292
4813,address,3612 w north ave
4813,inspectiondate,2010-02-09
4813,results,fail
4813,longitude,-87.71716587
4813,state,il
4813,akaname,ponce place
4813,latitude,41.91009811
4813,dbaname,ponce place
4813,facilitytype,restaurant
4814,city,chicago
4814,zip,60647
4814,risk,risk 1 (high)
4814,license,1717419
4814,inspectiontype,canvass
4814,inspectionid,134293
4814,address,3330 w north ave
4814,inspectiondate,2010-02-09
4814,results,pass
4814,longitude,-87.71050556
4814,state,il
4814,akaname,tropical taste
4814,latitude,41.9101784
4814,dbaname,tropical taste
4814,facilitytype,restaurant
4815,city,chicago
4815,zip,60647
4815,risk,risk 1 (high)
4815,license,1547554
4815,inspectiontype,canvass
4815,inspectionid,134294
4815,address,2336 n milwaukee ave
4815,inspectiondate,2010-02-10
4815,results,pass
4815,longitude,-87.69864677
4815,state,il
4815,akaname,supermercado barrera
4815,latitude,41.92355668
4815,dbaname,supermercado barrera
4815,facilitytype,grocery store
4816,city,chicago
4816,zip,60647
4816,risk,risk 1 (high)
4816,license,1980406
4816,inspectiontype,canvass
4816,inspectionid,134295
4816,address,2333 n milwaukee ave bldg
4816,inspectiondate,2010-02-10
4816,results,pass
4816,longitude,-87.69840855
4816,state,il
4816,akaname,logan  square  kitchen
4816,latitude,41.92369526
4816,dbaname,logan  square  kitchen
4816,facilitytype,shared kitchen
4817,city,chicago
4817,zip,60647
4817,risk,risk 1 (high)
4817,license,1976154
4817,inspectiontype,canvass re-inspection
4817,inspectionid,134296
4817,address,3641 w fullerton ave
4817,inspectiondate,2010-02-10
4817,results,pass
4817,longitude,-87.71866668
4817,state,il
4817,akaname,taqueria teloloapan
4817,latitude,41.92447371
4817,dbaname,taqueria teloloapan
4817,facilitytype,restaurant
4818,city,chicago
4818,zip,60647
4818,risk,risk 2 (medium)
4818,license,1647305
4818,inspectiontype,canvass
4818,inspectionid,134297
4818,address,3426 w diversey ave
4818,inspectiondate,2010-02-10
4818,results,pass
4818,longitude,-87.71329441
4818,state,il
4818,akaname,best sub no2
4818,latitude,41.93206863
4818,dbaname,best sub no2
4818,facilitytype,restaurant
4819,city,chicago
4819,zip,60647
4819,risk,risk 1 (high)
4819,license,24531
4819,inspectiontype,canvass
4819,inspectionid,134298
4819,address,3651 w schubert st
4819,inspectiondate,2010-02-11
4819,results,pass
4819,longitude,-87.71921246
4819,state,il
4819,akaname,james monroe elementary
4819,latitude,41.92996135
4819,dbaname,james monroe elementary sch.
4819,facilitytype,school
4820,city,chicago
4820,zip,60647
4820,risk,risk 1 (high)
4820,license,1874882
4820,inspectiontype,suspected food poisoning
4820,inspectionid,134299
4820,address,3619 w north ave
4820,inspectiondate,2010-02-11
4820,results,pass
4820,longitude,-87.7175329
4820,state,il
4820,akaname,la cemita puebla
4820,latitude,41.90987367
4820,dbaname,la cemita
4820,facilitytype,restaurant
4821,city,chicago
4821,zip,60647
4821,risk,risk 1 (high)
4821,license,1963576
4821,inspectiontype,canvass
4821,inspectionid,134300
4821,address,3835 w fullerton ave
4821,inspectiondate,2010-02-16
4821,results,pass
4821,longitude,-87.72331978
4821,state,il
4821,akaname,taqueria perejil
4821,latitude,41.92441607
4821,dbaname,taqueria perejil
4821,facilitytype,restaurant
4822,city,chicago
4822,zip,60647
4822,risk,risk 2 (medium)
4822,license,1595934
4822,inspectiontype,short form complaint
4822,inspectionid,134301
4822,address,3241 w north ave
4822,inspectiondate,2010-02-16
4822,results,pass
4822,longitude,-87.70865698
4822,state,il
4822,akaname,mcdonalds  #29307
4822,latitude,41.90998202
4822,dbaname,mcdonalds  #29307
4822,facilitytype,restaurant
4823,city,chicago
4823,zip,60647
4823,risk,risk 1 (high)
4823,license,1947441
4823,inspectiontype,canvass
